item_id,date,sales_units
ITEM-0876,2024-03-01,391
ITEM-0876,2024-04-01,283
ITEM-0876,2024-05-01,218
ITEM-0876,2024-06-01,190
ITEM-0876,2024-07-01,181
ITEM-0876,2024-08-01,167
ITEM-0876,2024-09-01,293
ITEM-0876,2024-10-01,316
ITEM-0876,2024-11-01,302
ITEM-0876,2024-12-01,368
ITEM-0876,2025-01-01,266
ITEM-0876,2025-02-01,322
ITEM-0876,2025-03-01,508
ITEM-0876,2025-04-01,425
ITEM-0876,2025-05-01,479
ITEM-0876,2025-06-01,451
ITEM-0876,2025-07-01,344
ITEM-0876,2025-08-01,362
ITEM-0876,2025-09-01,352
ITEM-0877,2023-01-01,349
ITEM-0877,2023-02-01,265
ITEM-0877,2023-03-01,582
ITEM-0877,2023-04-01,460
ITEM-0877,2023-05-01,605
ITEM-0877,2023-06-01,516
ITEM-0877,2023-07-01,738
ITEM-0877,2023-08-01,602
ITEM-0877,2023-09-01,564
ITEM-0877,2023-10-01,348
ITEM-0877,2023-11-01,545
ITEM-0877,2023-12-01,399
ITEM-0877,2024-01-01,578
ITEM-0877,2024-02-01,476
ITEM-0877,2024-03-01,650
ITEM-0877,2024-04-01,768
ITEM-0877,2024-05-01,636
ITEM-0877,2024-06-01,717
ITEM-0877,2024-07-01,566
ITEM-0877,2024-08-01,519
ITEM-0877,2024-09-01,275
ITEM-0877,2024-10-01,275
ITEM-0877,2024-11-01,197
ITEM-0877,2024-12-01,324
ITEM-0877,2025-01-01,438
ITEM-0877,2025-02-01,399
ITEM-0877,2025-03-01,696
ITEM-0877,2025-04-01,770
ITEM-0877,2025-05-01,825
ITEM-0877,2025-06-01,835
ITEM-0877,2025-07-01,712
ITEM-0877,2025-08-01,717
ITEM-0877,2025-09-01,429
ITEM-0878,2023-01-01,79
ITEM-0878,2023-02-01,66
ITEM-0878,2023-03-01,94
ITEM-0878,2023-04-01,89
ITEM-0878,2023-05-01,105
ITEM-0878,2023-06-01,115
ITEM-0878,2023-07-01,105
ITEM-0878,2023-08-01,104
ITEM-0878,2023-09-01,123
ITEM-0878,2023-10-01,88
ITEM-0878,2023-11-01,104
ITEM-0878,2023-12-01,111
ITEM-0878,2024-01-01,119
ITEM-0878,2024-02-01,135
ITEM-0878,2024-03-01,137
ITEM-0878,2024-04-01,139
ITEM-0878,2024-05-01,138
ITEM-0878,2024-06-01,163
ITEM-0878,2024-07-01,129
ITEM-0878,2024-08-01,120
ITEM-0878,2024-09-01,116
ITEM-0878,2024-10-01,99
ITEM-0878,2024-11-01,105
ITEM-0878,2024-12-01,99
ITEM-0878,2025-01-01,92
ITEM-0878,2025-02-01,140
ITEM-0878,2025-03-01,123
ITEM-0878,2025-04-01,132
ITEM-0878,2025-05-01,148
ITEM-0878,2025-06-01,135
ITEM-0878,2025-07-01,149
ITEM-0878,2025-08-01,150
ITEM-0878,2025-09-01,171
ITEM-0879,2023-01-01,130
ITEM-0879,2023-02-01,142
ITEM-0879,2023-03-01,158
ITEM-0879,2023-04-01,148
ITEM-0879,2023-05-01,141
ITEM-0879,2023-06-01,137
ITEM-0879,2023-07-01,106
ITEM-0879,2023-08-01,103
ITEM-0879,2023-09-01,105
ITEM-0879,2023-10-01,85
ITEM-0879,2023-11-01,94
ITEM-0879,2023-12-01,110
ITEM-0879,2024-01-01,118
ITEM-0879,2024-02-01,169
ITEM-0879,2024-03-01,168
ITEM-0879,2024-04-01,168
ITEM-0879,2024-05-01,162
ITEM-0879,2024-06-01,180
ITEM-0879,2024-07-01,159
ITEM-0879,2024-08-01,145
ITEM-0879,2024-09-01,150
ITEM-0879,2024-10-01,146
ITEM-0879,2024-11-01,148
ITEM-0879,2024-12-01,161
ITEM-0879,2025-01-01,177
ITEM-0879,2025-02-01,187
ITEM-0879,2025-03-01,211
ITEM-0879,2025-04-01,199
ITEM-0879,2025-05-01,206
ITEM-0879,2025-06-01,196
ITEM-0879,2025-07-01,163
ITEM-0879,2025-08-01,151
ITEM-0879,2025-09-01,140
ITEM-0880,2023-01-01,430
ITEM-0880,2023-02-01,340
ITEM-0880,2023-03-01,725
ITEM-0880,2023-04-01,522
ITEM-0880,2023-05-01,415
ITEM-0880,2023-06-01,445
ITEM-0880,2023-07-01,506
ITEM-0880,2023-08-01,618
ITEM-0880,2023-09-01,478
ITEM-0880,2023-10-01,411
ITEM-0880,2023-11-01,495
ITEM-0880,2023-12-01,543
ITEM-0880,2024-01-01,449
ITEM-0880,2024-02-01,156
ITEM-0880,2024-03-01,460
ITEM-0880,2024-04-01,607
ITEM-0880,2024-05-01,440
ITEM-0880,2024-06-01,652
ITEM-0880,2024-07-01,541
ITEM-0880,2024-08-01,650
ITEM-0880,2024-09-01,768
ITEM-0880,2024-10-01,652
ITEM-0880,2024-11-01,507
ITEM-0880,2024-12-01,527
ITEM-0880,2025-01-01,523
ITEM-0880,2025-02-01,532
ITEM-0880,2025-03-01,710
ITEM-0880,2025-04-01,519
ITEM-0880,2025-05-01,674
ITEM-0880,2025-06-01,612
ITEM-0880,2025-07-01,652
ITEM-0880,2025-08-01,601
ITEM-0880,2025-09-01,723
ITEM-0881,2023-01-01,103
ITEM-0881,2023-02-01,122
ITEM-0881,2023-03-01,168
ITEM-0881,2023-04-01,139
ITEM-0881,2023-05-01,140
ITEM-0881,2023-06-01,137
ITEM-0881,2023-07-01,131
ITEM-0881,2023-08-01,92
ITEM-0881,2023-09-01,96
ITEM-0881,2023-10-01,81
ITEM-0881,2023-11-01,87
ITEM-0881,2023-12-01,105
ITEM-0881,2024-01-01,154
ITEM-0881,2024-02-01,140
ITEM-0881,2024-03-01,179
ITEM-0881,2024-04-01,174
ITEM-0881,2024-05-01,181
ITEM-0881,2024-06-01,187
ITEM-0881,2024-07-01,212
ITEM-0881,2024-08-01,144
ITEM-0881,2024-09-01,128
ITEM-0881,2024-10-01,121
ITEM-0881,2024-11-01,123
ITEM-0881,2024-12-01,141
ITEM-0881,2025-01-01,150
ITEM-0881,2025-02-01,177
ITEM-0881,2025-03-01,185
ITEM-0881,2025-04-01,196
ITEM-0881,2025-05-01,199
ITEM-0881,2025-06-01,190
ITEM-0881,2025-07-01,208
ITEM-0881,2025-08-01,173
ITEM-0881,2025-09-01,173
ITEM-0882,2023-01-01,652
ITEM-0882,2023-02-01,563
ITEM-0882,2023-03-01,636
ITEM-0882,2023-04-01,885
ITEM-0882,2023-05-01,583
ITEM-0882,2023-06-01,572
ITEM-0882,2023-07-01,626
ITEM-0882,2023-08-01,530
ITEM-0882,2023-09-01,526
ITEM-0882,2023-10-01,498
ITEM-0882,2023-11-01,253
ITEM-0882,2023-12-01,249
ITEM-0882,2024-01-01,480
ITEM-0882,2024-02-01,676
ITEM-0882,2024-03-01,686
ITEM-0882,2024-04-01,769
ITEM-0882,2024-05-01,823
ITEM-0882,2024-06-01,586
ITEM-0882,2024-07-01,729
ITEM-0882,2024-08-01,656
ITEM-0882,2024-09-01,639
ITEM-0882,2024-10-01,590
ITEM-0882,2024-11-01,647
ITEM-0882,2024-12-01,421
ITEM-0882,2025-01-01,465
ITEM-0882,2025-02-01,248
ITEM-0882,2025-03-01,381
ITEM-0882,2025-04-01,479
ITEM-0882,2025-05-01,581
ITEM-0882,2025-06-01,468
ITEM-0882,2025-07-01,577
ITEM-0882,2025-08-01,602
ITEM-0882,2025-09-01,322
ITEM-0883,2023-01-01,47
ITEM-0883,2023-02-01,50
ITEM-0883,2023-03-01,49
ITEM-0883,2023-04-01,67
ITEM-0883,2023-05-01,69
ITEM-0883,2023-06-01,75
ITEM-0883,2023-07-01,91
ITEM-0883,2023-08-01,92
ITEM-0883,2023-09-01,104
ITEM-0883,2023-10-01,120
ITEM-0883,2023-11-01,85
ITEM-0883,2023-12-01,98
ITEM-0883,2024-01-01,107
ITEM-0883,2024-02-01,90
ITEM-0883,2024-03-01,69
ITEM-0883,2024-04-01,90
ITEM-0883,2024-05-01,91
ITEM-0883,2024-06-01,110
ITEM-0883,2024-07-01,127
ITEM-0883,2024-08-01,120
ITEM-0883,2024-09-01,144
ITEM-0883,2024-10-01,99
ITEM-0883,2024-11-01,116
ITEM-0883,2024-12-01,115
ITEM-0883,2025-01-01,95
ITEM-0883,2025-02-01,94
ITEM-0883,2025-03-01,113
ITEM-0883,2025-04-01,131
ITEM-0883,2025-05-01,142
ITEM-0883,2025-06-01,133
ITEM-0883,2025-07-01,159
ITEM-0883,2025-08-01,154
ITEM-0883,2025-09-01,167
ITEM-0884,2023-01-01,133
ITEM-0884,2023-02-01,146
ITEM-0884,2023-03-01,145
ITEM-0884,2023-04-01,100
ITEM-0884,2023-05-01,87
ITEM-0884,2023-06-01,63
ITEM-0884,2023-07-01,81
ITEM-0884,2023-08-01,96
ITEM-0884,2023-09-01,95
ITEM-0884,2023-10-01,166
ITEM-0884,2023-11-01,189
ITEM-0884,2023-12-01,165
ITEM-0884,2024-01-01,205
ITEM-0884,2024-02-01,126
ITEM-0884,2024-03-01,92
ITEM-0884,2024-04-01,101
ITEM-0884,2024-05-01,84
ITEM-0884,2024-06-01,96
ITEM-0884,2024-07-01,96
ITEM-0884,2024-08-01,125
ITEM-0884,2024-09-01,94
ITEM-0884,2024-10-01,133
ITEM-0884,2024-11-01,132
ITEM-0884,2024-12-01,147
ITEM-0884,2025-01-01,104
ITEM-0884,2025-02-01,80
ITEM-0884,2025-03-01,74
ITEM-0884,2025-04-01,62
ITEM-0884,2025-05-01,59
ITEM-0884,2025-06-01,39
ITEM-0884,2025-07-01,82
ITEM-0884,2025-08-01,71
ITEM-0884,2025-09-01,104
ITEM-0885,2023-01-01,779
ITEM-0885,2023-02-01,692
ITEM-0885,2023-03-01,585
ITEM-0885,2023-04-01,412
ITEM-0885,2023-05-01,329
ITEM-0885,2023-06-01,416
ITEM-0885,2023-07-01,347
ITEM-0885,2023-08-01,242
ITEM-0885,2023-09-01,505
ITEM-0885,2023-10-01,536
ITEM-0885,2023-11-01,798
ITEM-0885,2023-12-01,796
ITEM-0885,2024-01-01,720
ITEM-0885,2024-02-01,702
ITEM-0885,2024-03-01,842
ITEM-0885,2024-04-01,512
ITEM-0885,2024-05-01,542
ITEM-0885,2024-06-01,521
ITEM-0885,2024-07-01,314
ITEM-0885,2024-08-01,491
ITEM-0885,2024-09-01,483
ITEM-0885,2024-10-01,810
ITEM-0885,2024-11-01,571
ITEM-0885,2024-12-01,785
ITEM-0885,2025-01-01,519
ITEM-0885,2025-02-01,545
ITEM-0885,2025-03-01,680
ITEM-0885,2025-04-01,470
ITEM-0885,2025-05-01,430
ITEM-0885,2025-06-01,627
ITEM-0885,2025-07-01,529
ITEM-0885,2025-08-01,769
ITEM-0885,2025-09-01,621
ITEM-0886,2023-01-01,499
ITEM-0886,2023-02-01,484
ITEM-0886,2023-03-01,403
ITEM-0886,2023-04-01,325
ITEM-0886,2023-05-01,420
ITEM-0886,2023-06-01,230
ITEM-0886,2023-07-01,280
ITEM-0886,2023-08-01,274
ITEM-0886,2023-09-01,283
ITEM-0886,2023-10-01,379
ITEM-0886,2023-11-01,521
ITEM-0886,2023-12-01,452
ITEM-0886,2024-01-01,490
ITEM-0886,2024-02-01,360
ITEM-0886,2024-03-01,450
ITEM-0886,2024-04-01,224
ITEM-0886,2024-05-01,210
ITEM-0886,2024-06-01,199
ITEM-0886,2024-07-01,161
ITEM-0886,2024-08-01,278
ITEM-0886,2024-09-01,325
ITEM-0886,2024-10-01,400
ITEM-0886,2024-11-01,437
ITEM-0886,2024-12-01,495
ITEM-0886,2025-01-01,527
ITEM-0886,2025-02-01,467
ITEM-0886,2025-03-01,406
ITEM-0886,2025-04-01,284
ITEM-0886,2025-05-01,323
ITEM-0886,2025-06-01,221
ITEM-0886,2025-07-01,254
ITEM-0886,2025-08-01,277
ITEM-0886,2025-09-01,332
ITEM-0887,2023-01-01,552
ITEM-0887,2023-02-01,544
ITEM-0887,2023-03-01,471
ITEM-0887,2023-04-01,521
ITEM-0887,2023-05-01,462
ITEM-0887,2023-06-01,466
ITEM-0887,2023-07-01,458
ITEM-0887,2023-08-01,382
ITEM-0887,2023-09-01,347
ITEM-0887,2023-10-01,385
ITEM-0887,2023-11-01,403
ITEM-0887,2023-12-01,413
ITEM-0887,2024-01-01,434
ITEM-0887,2024-02-01,565
ITEM-0887,2024-03-01,605
ITEM-0887,2024-04-01,563
ITEM-0887,2024-05-01,569
ITEM-0887,2024-06-01,580
ITEM-0887,2024-07-01,549
ITEM-0887,2024-08-01,618
ITEM-0887,2024-09-01,473
ITEM-0887,2024-10-01,404
ITEM-0887,2024-11-01,525
ITEM-0887,2024-12-01,411
ITEM-0887,2025-01-01,446
ITEM-0887,2025-02-01,504
ITEM-0887,2025-03-01,472
ITEM-0887,2025-04-01,515
ITEM-0887,2025-05-01,495
ITEM-0887,2025-06-01,504
ITEM-0887,2025-07-01,512
ITEM-0887,2025-08-01,566
ITEM-0887,2025-09-01,517
ITEM-0888,2023-01-01,681
ITEM-0888,2023-02-01,707
ITEM-0888,2023-03-01,609
ITEM-0888,2023-04-01,598
ITEM-0888,2023-05-01,506
ITEM-0888,2023-06-01,467
ITEM-0888,2023-07-01,390
ITEM-0888,2023-08-01,332
ITEM-0888,2023-09-01,355
ITEM-0888,2023-10-01,376
ITEM-0888,2023-11-01,502
ITEM-0888,2023-12-01,493
ITEM-0888,2024-01-01,484
ITEM-0888,2024-02-01,521
ITEM-0888,2024-03-01,502
ITEM-0888,2024-04-01,586
ITEM-0888,2024-05-01,520
ITEM-0888,2024-06-01,510
ITEM-0888,2024-07-01,478
ITEM-0888,2024-08-01,405
ITEM-0888,2024-09-01,400
ITEM-0888,2024-10-01,503
ITEM-0888,2024-11-01,469
ITEM-0888,2024-12-01,618
ITEM-0888,2025-01-01,572
ITEM-0888,2025-02-01,586
ITEM-0888,2025-03-01,552
ITEM-0888,2025-04-01,570
ITEM-0888,2025-05-01,470
ITEM-0888,2025-06-01,402
ITEM-0888,2025-07-01,372
ITEM-0888,2025-08-01,334
ITEM-0888,2025-09-01,404
ITEM-0889,2023-01-01,511
ITEM-0889,2023-02-01,513
ITEM-0889,2023-03-01,345
ITEM-0889,2023-04-01,354
ITEM-0889,2023-05-01,178
ITEM-0889,2023-06-01,304
ITEM-0889,2023-07-01,506
ITEM-0889,2023-08-01,584
ITEM-0889,2023-09-01,612
ITEM-0889,2023-10-01,631
ITEM-0889,2023-11-01,833
ITEM-0889,2023-12-01,850
ITEM-0889,2024-01-01,650
ITEM-0889,2024-02-01,667
ITEM-0889,2024-03-01,518
ITEM-0889,2024-04-01,436
ITEM-0889,2024-05-01,229
ITEM-0889,2024-06-01,659
ITEM-0889,2024-07-01,512
ITEM-0889,2024-08-01,603
ITEM-0889,2024-09-01,710
ITEM-0889,2024-10-01,762
ITEM-0889,2024-11-01,871
ITEM-0889,2024-12-01,797
ITEM-0889,2025-01-01,585
ITEM-0889,2025-02-01,706
ITEM-0889,2025-03-01,438
ITEM-0889,2025-04-01,443
ITEM-0889,2025-05-01,283
ITEM-0889,2025-06-01,310
ITEM-0889,2025-07-01,298
ITEM-0889,2025-08-01,382
ITEM-0889,2025-09-01,802
ITEM-0890,2023-01-01,70
ITEM-0890,2023-02-01,68
ITEM-0890,2023-03-01,82
ITEM-0890,2023-04-01,79
ITEM-0890,2023-05-01,93
ITEM-0890,2023-06-01,147
ITEM-0890,2023-07-01,100
ITEM-0890,2023-08-01,186
ITEM-0890,2023-09-01,163
ITEM-0890,2023-10-01,143
ITEM-0890,2023-11-01,152
ITEM-0890,2023-12-01,108
ITEM-0890,2024-01-01,97
ITEM-0890,2024-02-01,81
ITEM-0890,2024-03-01,102
ITEM-0890,2024-04-01,187
ITEM-0890,2024-05-01,166
ITEM-0890,2024-06-01,213
ITEM-0890,2024-07-01,194
ITEM-0890,2024-08-01,218
ITEM-0890,2024-09-01,162
ITEM-0890,2024-10-01,135
ITEM-0890,2024-11-01,95
ITEM-0890,2024-12-01,124
ITEM-0890,2025-01-01,132
ITEM-0890,2025-02-01,136
ITEM-0890,2025-03-01,168
ITEM-0890,2025-04-01,177
ITEM-0890,2025-05-01,221
ITEM-0890,2025-06-01,256
ITEM-0890,2025-07-01,223
ITEM-0890,2025-08-01,280
ITEM-0890,2025-09-01,247
ITEM-0891,2023-01-01,556
ITEM-0891,2023-02-01,482
ITEM-0891,2023-03-01,444
ITEM-0891,2023-04-01,479
ITEM-0891,2023-05-01,422
ITEM-0891,2023-06-01,274
ITEM-0891,2023-07-01,341
ITEM-0891,2023-08-01,341
ITEM-0891,2023-09-01,410
ITEM-0891,2023-10-01,580
ITEM-0891,2023-11-01,583
ITEM-0891,2023-12-01,762
ITEM-0891,2024-01-01,662
ITEM-0891,2024-02-01,561
ITEM-0891,2024-03-01,499
ITEM-0891,2024-04-01,452
ITEM-0891,2024-05-01,364
ITEM-0891,2024-06-01,299
ITEM-0891,2024-07-01,345
ITEM-0891,2024-08-01,417
ITEM-0891,2024-09-01,463
ITEM-0891,2024-10-01,553
ITEM-0891,2024-11-01,571
ITEM-0891,2024-12-01,584
ITEM-0891,2025-01-01,562
ITEM-0891,2025-02-01,535
ITEM-0891,2025-03-01,550
ITEM-0891,2025-04-01,510
ITEM-0891,2025-05-01,463
ITEM-0891,2025-06-01,404
ITEM-0891,2025-07-01,452
ITEM-0891,2025-08-01,444
ITEM-0891,2025-09-01,430
ITEM-0892,2023-01-01,245
ITEM-0892,2023-02-01,270
ITEM-0892,2023-03-01,276
ITEM-0892,2023-04-01,246
ITEM-0892,2023-05-01,193
ITEM-0892,2023-06-01,153
ITEM-0892,2023-07-01,119
ITEM-0892,2023-08-01,92
ITEM-0892,2023-09-01,133
ITEM-0892,2023-10-01,117
ITEM-0892,2023-11-01,186
ITEM-0892,2023-12-01,226
ITEM-0892,2024-01-01,285
ITEM-0892,2024-02-01,245
ITEM-0892,2024-03-01,255
ITEM-0892,2024-04-01,219
ITEM-0892,2024-05-01,221
ITEM-0892,2024-06-01,151
ITEM-0892,2024-07-01,133
ITEM-0892,2024-08-01,160
ITEM-0892,2024-09-01,133
ITEM-0892,2024-10-01,177
ITEM-0892,2024-11-01,244
ITEM-0892,2024-12-01,295
ITEM-0892,2025-01-01,288
ITEM-0892,2025-02-01,329
ITEM-0892,2025-03-01,300
ITEM-0892,2025-04-01,262
ITEM-0892,2025-05-01,241
ITEM-0892,2025-06-01,175
ITEM-0892,2025-07-01,128
ITEM-0892,2025-08-01,104
ITEM-0892,2025-09-01,152
ITEM-0893,2023-01-01,129
ITEM-0893,2023-02-01,166
ITEM-0893,2023-03-01,180
ITEM-0893,2023-04-01,281
ITEM-0893,2023-05-01,231
ITEM-0893,2023-06-01,261
ITEM-0893,2023-07-01,178
ITEM-0893,2023-08-01,163
ITEM-0893,2023-09-01,111
ITEM-0893,2023-10-01,92
ITEM-0893,2023-11-01,81
ITEM-0893,2023-12-01,101
ITEM-0893,2024-01-01,181
ITEM-0893,2024-02-01,211
ITEM-0893,2024-03-01,241
ITEM-0893,2024-04-01,215
ITEM-0893,2024-05-01,277
ITEM-0893,2024-06-01,225
ITEM-0893,2024-07-01,198
ITEM-0893,2024-08-01,150
ITEM-0893,2024-09-01,118
ITEM-0893,2024-10-01,91
ITEM-0893,2024-11-01,127
ITEM-0893,2024-12-01,89
ITEM-0893,2025-01-01,105
ITEM-0893,2025-02-01,124
ITEM-0893,2025-03-01,161
ITEM-0893,2025-04-01,178
ITEM-0893,2025-05-01,201
ITEM-0893,2025-06-01,188
ITEM-0893,2025-07-01,211
ITEM-0893,2025-08-01,189
ITEM-0893,2025-09-01,123
ITEM-0894,2023-01-01,62
ITEM-0894,2023-02-01,71
ITEM-0894,2023-03-01,65
ITEM-0894,2023-04-01,87
ITEM-0894,2023-05-01,92
ITEM-0894,2023-06-01,81
ITEM-0894,2023-07-01,75
ITEM-0894,2023-08-01,86
ITEM-0894,2023-09-01,80
ITEM-0894,2023-10-01,51
ITEM-0894,2023-11-01,72
ITEM-0894,2023-12-01,70
ITEM-0894,2024-01-01,67
ITEM-0894,2024-02-01,101
ITEM-0894,2024-03-01,91
ITEM-0894,2024-04-01,114
ITEM-0894,2024-05-01,106
ITEM-0894,2024-06-01,103
ITEM-0894,2024-07-01,111
ITEM-0894,2024-08-01,92
ITEM-0894,2024-09-01,116
ITEM-0894,2024-10-01,99
ITEM-0894,2024-11-01,85
ITEM-0894,2024-12-01,89
ITEM-0894,2025-01-01,86
ITEM-0894,2025-02-01,122
ITEM-0894,2025-03-01,96
ITEM-0894,2025-04-01,102
ITEM-0894,2025-05-01,123
ITEM-0894,2025-06-01,138
ITEM-0894,2025-07-01,139
ITEM-0894,2025-08-01,119
ITEM-0894,2025-09-01,119
ITEM-0895,2023-01-01,215
ITEM-0895,2023-02-01,279
ITEM-0895,2023-03-01,213
ITEM-0895,2023-04-01,224
ITEM-0895,2023-05-01,259
ITEM-0895,2023-06-01,262
ITEM-0895,2023-07-01,204
ITEM-0895,2023-08-01,186
ITEM-0895,2023-09-01,181
ITEM-0895,2023-10-01,163
ITEM-0895,2023-11-01,204
ITEM-0895,2023-12-01,184
ITEM-0895,2024-01-01,227
ITEM-0895,2024-02-01,194
ITEM-0895,2024-03-01,271
ITEM-0895,2024-04-01,179
ITEM-0895,2024-05-01,229
ITEM-0895,2024-06-01,249
ITEM-0895,2024-07-01,179
ITEM-0895,2024-08-01,146
ITEM-0895,2024-09-01,124
ITEM-0895,2024-10-01,148
ITEM-0895,2024-11-01,179
ITEM-0895,2024-12-01,205
ITEM-0895,2025-01-01,224
ITEM-0895,2025-02-01,194
ITEM-0895,2025-03-01,247
ITEM-0895,2025-04-01,249
ITEM-0895,2025-05-01,234
ITEM-0895,2025-06-01,204
ITEM-0895,2025-07-01,186
ITEM-0895,2025-08-01,132
ITEM-0895,2025-09-01,167
ITEM-0896,2023-01-01,311
ITEM-0896,2023-02-01,334
ITEM-0896,2023-03-01,290
ITEM-0896,2023-04-01,248
ITEM-0896,2023-05-01,193
ITEM-0896,2023-06-01,256
ITEM-0896,2023-07-01,158
ITEM-0896,2023-08-01,201
ITEM-0896,2023-09-01,129
ITEM-0896,2023-10-01,222
ITEM-0896,2023-11-01,220
ITEM-0896,2023-12-01,300
ITEM-0896,2024-01-01,287
ITEM-0896,2024-02-01,339
ITEM-0896,2024-03-01,314
ITEM-0896,2024-04-01,243
ITEM-0896,2024-05-01,288
ITEM-0896,2024-06-01,201
ITEM-0896,2024-07-01,174
ITEM-0896,2024-08-01,178
ITEM-0896,2024-09-01,180
ITEM-0896,2024-10-01,196
ITEM-0896,2024-11-01,256
ITEM-0896,2024-12-01,279
ITEM-0896,2025-01-01,310
ITEM-0896,2025-02-01,305
ITEM-0896,2025-03-01,258
ITEM-0896,2025-04-01,296
ITEM-0896,2025-05-01,184
ITEM-0896,2025-06-01,211
ITEM-0896,2025-07-01,131
ITEM-0896,2025-08-01,153
ITEM-0896,2025-09-01,162
ITEM-0897,2023-01-01,775
ITEM-0897,2023-02-01,671
ITEM-0897,2023-03-01,866
ITEM-0897,2023-04-01,673
ITEM-0897,2023-05-01,589
ITEM-0897,2023-06-01,394
ITEM-0897,2023-07-01,481
ITEM-0897,2023-08-01,243
ITEM-0897,2023-09-01,452
ITEM-0897,2023-10-01,292
ITEM-0897,2023-11-01,494
ITEM-0897,2023-12-01,680
ITEM-0897,2024-01-01,741
ITEM-0897,2024-02-01,815
ITEM-0897,2024-03-01,682
ITEM-0897,2024-04-01,599
ITEM-0897,2024-05-01,393
ITEM-0897,2024-06-01,423
ITEM-0897,2024-07-01,374
ITEM-0897,2024-08-01,599
ITEM-0897,2024-09-01,545
ITEM-0897,2024-10-01,533
ITEM-0897,2024-11-01,618
ITEM-0897,2024-12-01,806
ITEM-0897,2025-01-01,718
ITEM-0897,2025-02-01,820
ITEM-0897,2025-03-01,640
ITEM-0897,2025-04-01,452
ITEM-0897,2025-05-01,462
ITEM-0897,2025-06-01,0
ITEM-0897,2025-07-01,194
ITEM-0897,2025-08-01,263
ITEM-0897,2025-09-01,514
ITEM-0898,2023-01-01,163
ITEM-0898,2023-02-01,168
ITEM-0898,2023-03-01,180
ITEM-0898,2023-04-01,139
ITEM-0898,2023-05-01,108
ITEM-0898,2023-06-01,87
ITEM-0898,2023-07-01,80
ITEM-0898,2023-08-01,71
ITEM-0898,2023-09-01,76
ITEM-0898,2023-10-01,97
ITEM-0898,2023-11-01,148
ITEM-0898,2023-12-01,159
ITEM-0898,2024-01-01,165
ITEM-0898,2024-02-01,165
ITEM-0898,2024-03-01,174
ITEM-0898,2024-04-01,156
ITEM-0898,2024-05-01,143
ITEM-0898,2024-06-01,128
ITEM-0898,2024-07-01,101
ITEM-0898,2024-08-01,85
ITEM-0898,2024-09-01,101
ITEM-0898,2024-10-01,104
ITEM-0898,2024-11-01,127
ITEM-0898,2024-12-01,146
ITEM-0898,2025-01-01,166
ITEM-0898,2025-02-01,166
ITEM-0898,2025-03-01,135
ITEM-0898,2025-04-01,135
ITEM-0898,2025-05-01,124
ITEM-0898,2025-06-01,79
ITEM-0898,2025-07-01,83
ITEM-0898,2025-08-01,84
ITEM-0898,2025-09-01,111
ITEM-0899,2023-01-01,160
ITEM-0899,2023-02-01,130
ITEM-0899,2023-03-01,169
ITEM-0899,2023-04-01,193
ITEM-0899,2023-05-01,240
ITEM-0899,2023-06-01,258
ITEM-0899,2023-07-01,164
ITEM-0899,2023-08-01,180
ITEM-0899,2023-09-01,139
ITEM-0899,2023-10-01,143
ITEM-0899,2023-11-01,105
ITEM-0899,2023-12-01,184
ITEM-0899,2024-01-01,129
ITEM-0899,2024-02-01,179
ITEM-0899,2024-03-01,227
ITEM-0899,2024-04-01,232
ITEM-0899,2024-05-01,244
ITEM-0899,2024-06-01,211
ITEM-0899,2024-07-01,192
ITEM-0899,2024-08-01,166
ITEM-0899,2024-09-01,158
ITEM-0899,2024-10-01,152
ITEM-0899,2024-11-01,151
ITEM-0899,2024-12-01,129
ITEM-0899,2025-01-01,205
ITEM-0899,2025-02-01,209
ITEM-0899,2025-03-01,267
ITEM-0899,2025-04-01,251
ITEM-0899,2025-05-01,245
ITEM-0899,2025-06-01,259
ITEM-0899,2025-07-01,296
ITEM-0899,2025-08-01,180
ITEM-0899,2025-09-01,203
ITEM-0900,2023-01-01,145
ITEM-0900,2023-02-01,163
ITEM-0900,2023-03-01,235
ITEM-0900,2023-04-01,230
ITEM-0900,2023-05-01,233
ITEM-0900,2023-06-01,245
ITEM-0900,2023-07-01,215
ITEM-0900,2023-08-01,159
ITEM-0900,2023-09-01,141
ITEM-0900,2023-10-01,120
ITEM-0900,2023-11-01,106
ITEM-0900,2023-12-01,91
ITEM-0900,2024-01-01,128
ITEM-0900,2024-02-01,119
ITEM-0900,2024-03-01,182
ITEM-0900,2024-04-01,215
ITEM-0900,2024-05-01,255
ITEM-0900,2024-06-01,232
ITEM-0900,2024-07-01,200
ITEM-0900,2024-08-01,199
ITEM-0900,2024-09-01,155
ITEM-0900,2024-10-01,164
ITEM-0900,2024-11-01,156
ITEM-0900,2024-12-01,144
ITEM-0900,2025-01-01,155
ITEM-0900,2025-02-01,245
ITEM-0900,2025-03-01,229
ITEM-0900,2025-04-01,259
ITEM-0900,2025-05-01,272
ITEM-0900,2025-06-01,260
ITEM-0900,2025-07-01,245
ITEM-0900,2025-08-01,219
ITEM-0900,2025-09-01,197
ITEM-0901,2023-01-01,230
ITEM-0901,2023-02-01,273
ITEM-0901,2023-03-01,245
ITEM-0901,2023-04-01,275
ITEM-0901,2023-05-01,266
ITEM-0901,2023-06-01,332
ITEM-0901,2023-07-01,136
ITEM-0901,2023-08-01,166
ITEM-0901,2023-09-01,179
ITEM-0901,2023-10-01,194
ITEM-0901,2023-11-01,158
